newsletter_send_id,person_id,sent_at,newsletter_type,opened,clicked
90151,10013,2024-11-10,announcement,True,False
90152,10013,2024-06-30,product_update,False,True
90153,10013,2024-06-16,weekly_digest,True,False
90154,10014,2024-09-08,weekly_digest,False,False
90155,10014,2024-01-21,monthly_roundup,False,False
90156,10014,2024-03-17,community_highlights,False,False
90157,10014,2024-01-07,weekly_digest,False,False
90158,10014,2024-05-05,weekly_digest,False,False
90159,10014,2024-06-02,community_highlights,True,True
90160,10014,2024-05-26,weekly_digest,False,False
90161,10014,2024-09-22,monthly_roundup,False,False
90162,10014,2024-12-22,weekly_digest,False,False
90163,10014,2024-11-10,product_update,False,False
90164,10014,2024-07-21,weekly_digest,False,False
90165,10014,2024-10-20,product_update,True,False
90166,10014,2024-06-30,weekly_digest,False,False
90167,10014,2024-10-06,weekly_digest,True,True
90168,10015,2024-05-19,monthly_roundup,False,False
90169,10015,2024-10-20,monthly_roundup,True,True
90170,10015,2024-05-12,weekly_digest,True,True
90171,10015,2024-04-07,weekly_digest,False,False
90172,10015,2024-11-10,weekly_digest,True,False
90173,10015,2024-08-11,weekly_digest,True,False
90174,10015,2024-09-08,weekly_digest,False,False
90175,10015,2024-02-25,weekly_digest,True,False
90176,10016,2024-12-29,announcement,True,False
90177,10016,2024-12-29,weekly_digest,False,False
90178,10016,2024-07-14,community_highlights,False,False
90179,10016,2024-12-08,community_highlights,True,True
90180,10016,2024-06-23,monthly_roundup,False,False
90181,10016,2024-09-08,monthly_roundup,False,False
90182,10016,2024-09-15,weekly_digest,True,False
90183,10016,2024-11-03,monthly_roundup,True,False
90184,10016,2024-12-22,weekly_digest,False,False
90185,10016,2024-01-21,weekly_digest,False,False
90186,10016,2024-09-08,weekly_digest,True,False
90187,10016,2024-02-18,community_highlights,True,False
90188,10016,2024-09-22,announcement,False,False
90189,10016,2024-03-03,weekly_digest,False,False
90190,10017,2024-09-15,announcement,False,False
90191,10017,2024-02-04,weekly_digest,True,False
90192,10017,2024-12-29,weekly_digest,True,True
90193,10017,2024-12-01,weekly_digest,False,True
90194,10017,2024-04-21,community_highlights,True,False
90195,10017,2024-12-15,weekly_digest,False,False
90196,10017,2024-12-01,weekly_digest,False,False
90197,10017,2024-08-04,announcement,True,False
90198,10017,2024-06-23,monthly_roundup,False,False
90199,10018,2024-10-20,weekly_digest,True,False
90200,10018,2024-12-15,weekly_digest,True,False
90201,10018,2024-03-03,weekly_digest,False,False
90202,10018,2024-11-24,announcement,True,False
90203,10018,2024-10-06,weekly_digest,False,False
90204,10018,2024-07-14,monthly_roundup,False,False
90205,10018,2024-03-24,weekly_digest,True,False
90206,10018,2024-05-26,product_update,False,False
90207,10018,2024-08-11,weekly_digest,True,False
90208,10018,2024-06-16,monthly_roundup,True,False
90209,10019,2024-08-04,weekly_digest,False,False
90210,10019,2024-05-26,monthly_roundup,False,False
90211,10019,2024-08-11,weekly_digest,True,False
90212,10019,2024-09-29,community_highlights,False,False
90213,10019,2024-09-29,weekly_digest,True,False
90214,10019,2024-12-15,community_highlights,False,False
90215,10019,2024-02-04,weekly_digest,False,False
90216,10019,2024-06-09,product_update,False,False
90217,10019,2024-01-28,announcement,True,False
90218,10019,2024-09-08,weekly_digest,True,False
90219,10020,2024-11-10,monthly_roundup,True,False
90220,10020,2024-02-25,weekly_digest,True,False
90221,10020,2024-07-28,announcement,False,False
90222,10020,2024-03-17,weekly_digest,True,False
90223,10020,2024-09-15,product_update,True,False
90224,10020,2024-10-27,announcement,True,False
90225,10020,2024-11-10,weekly_digest,True,False
90226,10020,2024-07-14,weekly_digest,True,False
90227,10020,2024-03-10,community_highlights,True,False
90228,10020,2024-11-24,product_update,False,False
90229,10020,2024-03-24,community_highlights,False,False
90230,10020,2024-05-26,monthly_roundup,False,False
90231,10020,2024-02-11,weekly_digest,False,False
90232,10020,2024-09-29,monthly_roundup,True,False
90233,10021,2024-06-30,weekly_digest,True,False
90234,10021,2024-11-24,weekly_digest,True,False
90235,10021,2024-03-17,weekly_digest,True,True
90236,10021,2024-04-28,product_update,True,False
90237,10021,2024-11-17,weekly_digest,False,False
90238,10021,2024-07-28,monthly_roundup,True,True
90239,10021,2024-12-01,weekly_digest,False,False
90240,10021,2024-11-10,community_highlights,True,False
90241,10021,2024-11-24,monthly_roundup,False,False
90242,10021,2024-07-07,weekly_digest,False,False
90243,10021,2024-03-31,weekly_digest,False,False
90244,10022,2024-09-29,monthly_roundup,False,False
90245,10022,2024-12-08,weekly_digest,True,False
90246,10022,2024-09-22,weekly_digest,True,False
90247,10022,2024-03-03,product_update,False,False
90248,10022,2024-11-24,product_update,False,False
90249,10022,2024-10-13,weekly_digest,False,False
90250,10022,2024-01-21,monthly_roundup,True,False
90251,10022,2024-10-13,product_update,True,False
90252,10022,2024-10-13,product_update,True,False
90253,10022,2024-02-04,weekly_digest,False,False
90254,10022,2024-03-03,weekly_digest,True,True
90255,10022,2024-09-08,weekly_digest,True,True
90256,10022,2024-05-05,monthly_roundup,True,False
90257,10022,2024-02-04,weekly_digest,False,False
90258,10022,2024-02-18,monthly_roundup,True,False
90259,10022,2024-08-11,product_update,False,False
90260,10022,2024-01-14,weekly_digest,False,False
90261,10023,2024-09-22,product_update,True,False
90262,10023,2024-02-25,weekly_digest,True,False
90263,10023,2024-05-05,community_highlights,False,False
90264,10023,2024-02-04,community_highlights,False,False
90265,10023,2024-03-24,weekly_digest,False,False
90266,10023,2024-04-28,announcement,False,False
90267,10023,2024-02-18,community_highlights,False,False
90268,10023,2024-11-17,weekly_digest,True,False
90269,10023,2024-01-28,product_update,False,False
90270,10023,2024-01-07,weekly_digest,False,False
90271,10023,2024-01-21,monthly_roundup,False,False
90272,10023,2024-08-18,monthly_roundup,True,False
90273,10024,2024-02-25,weekly_digest,False,False
90274,10024,2024-04-28,monthly_roundup,False,False
90275,10024,2024-03-31,announcement,True,False
90276,10024,2024-02-04,weekly_digest,False,False
90277,10024,2024-11-24,weekly_digest,False,False
90278,10024,2024-01-14,weekly_digest,True,False
90279,10024,2024-09-01,community_highlights,True,False
90280,10024,2024-03-10,product_update,False,False
90281,10025,2024-06-09,weekly_digest,True,False
90282,10025,2024-02-11,monthly_roundup,False,False
90283,10025,2024-05-12,announcement,False,False
90284,10025,2024-03-17,announcement,True,False
90285,10025,2024-03-31,product_update,False,False
90286,10025,2024-01-28,monthly_roundup,True,False
90287,10025,2024-04-07,weekly_digest,True,True
90288,10025,2024-02-25,monthly_roundup,False,False
90289,10025,2024-04-14,weekly_digest,False,False
90290,10025,2024-06-09,monthly_roundup,False,False
90291,10025,2024-02-25,weekly_digest,True,False
90292,10025,2024-05-12,monthly_roundup,False,False
90293,10026,2024-09-08,announcement,False,False
90294,10026,2024-11-10,weekly_digest,False,False
90295,10026,2024-12-29,product_update,False,False
90296,10026,2024-10-13,monthly_roundup,False,True
90297,10026,2024-10-27,announcement,False,False
90298,10026,2024-10-27,weekly_digest,True,False
90299,10026,2024-07-14,product_update,False,False
90300,10026,2024-01-21,monthly_roundup,False,False
90301,10026,2024-07-28,monthly_roundup,False,False
90302,10026,2024-04-14,weekly_digest,False,False
90303,10026,2024-11-17,weekly_digest,True,False
90304,10026,2024-03-24,weekly_digest,False,False
90305,10026,2024-03-03,product_update,False,False
90306,10026,2024-06-30,weekly_digest,False,False
90307,10026,2024-01-21,weekly_digest,False,True
90308,10027,2024-02-11,weekly_digest,False,False
90309,10027,2024-06-09,product_update,False,False
90310,10027,2024-06-30,monthly_roundup,False,False
90311,10027,2024-12-22,weekly_digest,False,True
90312,10027,2024-03-24,weekly_digest,False,False
90313,10027,2024-12-29,weekly_digest,False,False
90314,10027,2024-04-07,weekly_digest,False,False
90315,10027,2024-12-08,announcement,False,False
90316,10027,2024-01-28,product_update,False,True
90317,10027,2024-03-10,community_highlights,False,False
90318,10027,2024-06-23,announcement,False,False
90319,10027,2024-03-31,weekly_digest,False,True
90320,10027,2024-07-28,monthly_roundup,True,False
90321,10027,2024-07-21,announcement,False,False
90322,10027,2024-05-12,announcement,True,False
90323,10027,2024-09-15,announcement,False,True
90324,10028,2024-06-02,weekly_digest,False,False
90325,10028,2024-06-23,monthly_roundup,True,True
90326,10028,2024-05-26,product_update,True,False
90327,10028,2024-03-03,monthly_roundup,False,False
90328,10028,2024-04-21,monthly_roundup,False,True
90329,10028,2024-02-18,weekly_digest,True,False
90330,10028,2024-01-21,product_update,False,False
90331,10028,2024-08-04,monthly_roundup,False,False
90332,10028,2024-03-03,product_update,True,False
90333,10028,2024-05-19,monthly_roundup,False,True
90334,10028,2024-03-03,monthly_roundup,True,False
90335,10028,2024-06-02,announcement,False,False
90336,10028,2024-07-28,weekly_digest,False,False
90337,10029,2024-02-04,weekly_digest,False,False
90338,10029,2024-03-24,weekly_digest,False,True
90339,10029,2024-09-22,announcement,True,False
90340,10029,2024-06-30,monthly_roundup,False,False
90341,10029,2024-08-11,monthly_roundup,False,False
90342,10029,2024-12-15,weekly_digest,True,True
90343,10029,2024-01-14,weekly_digest,False,False
90344,10029,2024-06-09,monthly_roundup,False,False
90345,10029,2024-10-20,weekly_digest,True,True
90346,10029,2024-03-03,announcement,False,False
90347,10029,2024-04-14,announcement,True,False
90348,10029,2024-08-04,announcement,True,True
90349,10029,2024-05-19,monthly_roundup,True,False
90350,10030,2024-05-26,weekly_digest,False,False
90351,10030,2024-02-04,announcement,False,False
90352,10030,2024-06-02,weekly_digest,False,False
90353,10030,2024-10-27,monthly_roundup,False,False
90354,10030,2024-12-15,weekly_digest,False,False
90355,10030,2024-06-23,weekly_digest,True,False
90356,10030,2024-12-22,announcement,False,False
90357,10030,2024-06-30,product_update,True,False
90358,10030,2024-10-27,weekly_digest,True,False
90359,10030,2024-03-24,community_highlights,False,False
90360,10031,2024-02-04,weekly_digest,True,False
90361,10031,2024-07-07,weekly_digest,True,False
90362,10031,2024-06-09,community_highlights,False,False
90363,10031,2024-05-05,weekly_digest,True,False
90364,10031,2024-07-07,weekly_digest,False,False
90365,10031,2024-11-17,weekly_digest,False,False
90366,10031,2024-10-27,monthly_roundup,False,False
90367,10031,2024-04-07,weekly_digest,False,False
90368,10031,2024-08-04,monthly_roundup,True,False
90369,10031,2024-04-14,weekly_digest,False,True
90370,10032,2024-11-24,product_update,False,False
90371,10032,2024-03-31,product_update,True,False
90372,10032,2024-05-19,product_update,True,True
90373,10032,2024-05-12,weekly_digest,True,False
90374,10032,2024-07-28,announcement,False,False
90375,10032,2024-10-27,product_update,False,False
90376,10032,2024-09-08,product_update,True,False
90377,10032,2024-07-14,announcement,False,False
90378,10032,2024-08-18,announcement,False,False
90379,10032,2024-09-01,announcement,True,False
90380,10032,2024-09-15,announcement,True,True
90381,10032,2024-04-21,announcement,True,True
90382,10033,2024-02-04,weekly_digest,False,False
90383,10033,2024-12-08,product_update,True,True
90384,10033,2024-10-27,weekly_digest,False,False
90385,10033,2024-12-15,weekly_digest,True,False
90386,10033,2024-07-14,weekly_digest,False,False
90387,10033,2024-09-29,community_highlights,False,False
90388,10033,2024-06-16,weekly_digest,False,True
90389,10033,2024-09-22,community_highlights,False,False
90390,10033,2024-02-25,product_update,False,False
90391,10033,2024-10-13,weekly_digest,True,False
90392,10033,2024-03-24,weekly_digest,True,False
90393,10033,2024-07-21,community_highlights,False,True
90394,10033,2024-09-08,monthly_roundup,True,False
90395,10033,2024-05-12,product_update,False,False
90396,10033,2024-11-10,product_update,False,False
90397,10034,2024-11-24,weekly_digest,True,True
90398,10034,2024-09-01,weekly_digest,True,False
90399,10034,2024-06-16,announcement,True,False
90400,10034,2024-05-12,product_update,True,False
90401,10034,2024-02-25,weekly_digest,False,False
90402,10034,2024-12-01,community_highlights,True,True
90403,10034,2024-12-22,product_update,True,False
90404,10034,2024-04-07,weekly_digest,False,False
90405,10034,2024-03-03,announcement,False,False
90406,10034,2024-05-05,monthly_roundup,False,False
90407,10034,2024-09-15,product_update,False,False
90408,10034,2024-11-03,weekly_digest,False,False
90409,10034,2024-11-17,weekly_digest,True,False
90410,10035,2024-05-26,weekly_digest,False,False
90411,10035,2024-03-31,weekly_digest,False,True
90412,10035,2024-08-11,weekly_digest,False,False
90413,10035,2024-01-28,announcement,False,True
90414,10035,2024-09-29,announcement,True,False
90415,10035,2024-02-04,monthly_roundup,True,False
90416,10035,2024-09-08,community_highlights,True,True
90417,10035,2024-11-24,community_highlights,False,False
90418,10035,2024-12-22,announcement,True,True
90419,10035,2024-02-25,weekly_digest,True,False
90420,10036,2024-11-17,weekly_digest,False,False
90421,10036,2024-06-16,weekly_digest,False,False
90422,10036,2024-01-07,product_update,False,False
90423,10036,2024-04-28,weekly_digest,False,False
90424,10036,2024-02-04,weekly_digest,True,False
90425,10036,2024-09-15,monthly_roundup,False,False
90426,10036,2024-02-11,community_highlights,False,False
90427,10036,2024-03-31,announcement,True,False
90428,10036,2024-03-17,announcement,False,False
90429,10036,2024-04-14,weekly_digest,True,False
90430,10036,2024-12-01,community_highlights,False,False
90431,10036,2024-12-15,announcement,True,False
90432,10036,2024-03-17,product_update,True,False
90433,10036,2024-12-08,weekly_digest,False,False
90434,10036,2024-11-17,monthly_roundup,True,False
90435,10037,2024-09-01,weekly_digest,True,True
90436,10037,2024-08-18,monthly_roundup,False,False
90437,10037,2024-10-13,weekly_digest,False,False
90438,10037,2024-07-21,weekly_digest,True,False
90439,10037,2024-05-26,weekly_digest,True,False
90440,10037,2024-01-21,weekly_digest,True,False
90441,10037,2024-02-25,monthly_roundup,False,False
90442,10038,2024-05-19,announcement,True,True
90443,10038,2024-09-22,monthly_roundup,False,False
90444,10038,2024-04-07,monthly_roundup,False,False
90445,10038,2024-03-31,weekly_digest,False,False
90446,10038,2024-08-04,weekly_digest,True,False
90447,10038,2024-06-30,community_highlights,True,False
90448,10038,2024-01-14,community_highlights,False,False
90449,10038,2024-08-18,community_highlights,False,False
90450,10038,2024-01-07,monthly_roundup,False,False
90451,10038,2024-12-15,weekly_digest,True,False
90452,10038,2024-03-17,product_update,True,False
90453,10038,2024-11-03,weekly_digest,True,True
90454,10038,2024-05-26,weekly_digest,True,False
90455,10038,2024-12-22,product_update,False,False
90456,10039,2024-08-04,community_highlights,False,False
90457,10039,2024-03-17,announcement,False,False
90458,10039,2024-03-31,product_update,True,False
90459,10039,2024-09-01,announcement,True,False
90460,10039,2024-12-29,community_highlights,False,False
90461,10039,2024-04-14,announcement,False,False
90462,10039,2024-11-03,weekly_digest,True,True
90463,10039,2024-11-03,monthly_roundup,True,True
90464,10039,2024-12-22,weekly_digest,True,True
90465,10039,2024-12-15,monthly_roundup,False,False
90466,10039,2024-08-11,announcement,True,False
90467,10039,2024-06-02,monthly_roundup,True,True
90468,10039,2024-03-24,announcement,True,False
90469,10040,2024-02-11,community_highlights,False,False
90470,10040,2024-06-23,weekly_digest,False,False
90471,10040,2024-05-19,product_update,False,False
90472,10040,2024-06-23,weekly_digest,True,False
90473,10040,2024-12-15,announcement,True,False
90474,10040,2024-03-03,weekly_digest,False,True
90475,10040,2024-02-11,announcement,False,False
90476,10040,2024-06-30,monthly_roundup,False,True
90477,10040,2024-08-11,monthly_roundup,False,False
90478,10040,2024-03-03,monthly_roundup,False,False
90479,10040,2024-09-15,weekly_digest,True,False
90480,10040,2024-04-07,monthly_roundup,False,False
90481,10041,2024-05-19,product_update,False,False
90482,10041,2024-11-24,announcement,True,False
90483,10041,2024-11-17,community_highlights,False,False
90484,10041,2024-01-14,community_highlights,True,False
90485,10041,2024-08-04,announcement,False,False
90486,10041,2024-09-08,weekly_digest,True,False
90487,10041,2024-05-05,product_update,False,False
90488,10041,2024-10-13,weekly_digest,False,False
90489,10041,2024-04-14,monthly_roundup,False,True
90490,10041,2024-11-03,monthly_roundup,True,False
90491,10041,2024-03-24,weekly_digest,False,True
90492,10041,2024-02-25,monthly_roundup,False,False
90493,10041,2024-06-09,community_highlights,True,False
90494,10041,2024-11-24,product_update,False,False
90495,10041,2024-02-11,community_highlights,True,False
90496,10041,2024-04-21,announcement,False,False
90497,10042,2024-10-20,monthly_roundup,True,False
90498,10042,2024-12-08,product_update,False,False
90499,10042,2024-03-31,weekly_digest,True,False
90500,10042,2024-05-26,product_update,True,False
90501,10042,2024-06-02,announcement,False,False
90502,10042,2024-04-21,community_highlights,False,True
90503,10042,2024-09-29,product_update,False,False
90504,10042,2024-03-10,product_update,False,False
90505,10042,2024-05-19,monthly_roundup,True,False
90506,10042,2024-07-28,weekly_digest,False,False
90507,10042,2024-05-12,announcement,False,False
90508,10042,2024-01-14,weekly_digest,False,False
90509,10042,2024-10-13,community_highlights,False,False
90510,10042,2024-09-01,product_update,False,True
90511,10042,2024-12-01,community_highlights,True,False
90512,10042,2024-02-04,weekly_digest,False,False
90513,10042,2024-10-06,weekly_digest,True,False
90514,10042,2024-10-13,product_update,True,False
90515,10042,2024-03-10,weekly_digest,False,False
90516,10042,2024-09-15,monthly_roundup,False,False
90517,10043,2024-11-03,monthly_roundup,False,False
90518,10043,2024-05-26,monthly_roundup,True,False
90519,10043,2024-04-28,weekly_digest,True,True
90520,10043,2024-08-18,weekly_digest,True,False
90521,10043,2024-08-11,weekly_digest,False,False
90522,10043,2024-08-25,monthly_roundup,True,False
90523,10043,2024-04-21,product_update,False,False
90524,10043,2024-02-18,product_update,False,False
90525,10043,2024-03-17,weekly_digest,True,False
90526,10043,2024-01-28,weekly_digest,False,True
90527,10043,2024-09-08,weekly_digest,True,False
90528,10043,2024-02-25,monthly_roundup,True,False
90529,10043,2024-05-12,weekly_digest,False,False
90530,10043,2024-02-11,monthly_roundup,False,False
90531,10043,2024-03-10,monthly_roundup,False,False
90532,10043,2024-02-18,product_update,True,False
90533,10044,2024-09-15,monthly_roundup,True,False
90534,10044,2024-10-27,monthly_roundup,True,False
90535,10044,2024-08-04,announcement,False,False
90536,10044,2024-02-25,monthly_roundup,False,False
90537,10044,2024-09-22,weekly_digest,False,True
90538,10044,2024-09-01,weekly_digest,True,False
90539,10044,2024-12-08,weekly_digest,False,False
90540,10044,2024-07-21,weekly_digest,False,False
90541,10044,2024-04-14,weekly_digest,False,False
90542,10044,2024-06-09,weekly_digest,False,False
90543,10045,2024-08-25,weekly_digest,False,False
90544,10045,2024-11-17,weekly_digest,False,False
90545,10045,2024-01-07,weekly_digest,True,False
90546,10045,2024-06-30,weekly_digest,False,False
90547,10045,2024-05-12,community_highlights,True,False
90548,10045,2024-03-10,product_update,False,False
90549,10045,2024-07-07,product_update,False,False
90550,10045,2024-12-22,weekly_digest,True,False
90551,10045,2024-11-24,weekly_digest,True,False
90552,10045,2024-03-17,announcement,True,False
90553,10045,2024-11-10,weekly_digest,True,False
90554,10046,2024-11-03,weekly_digest,False,False
90555,10046,2024-02-18,community_highlights,False,False
90556,10046,2024-09-08,weekly_digest,False,True
90557,10046,2024-02-04,weekly_digest,False,False
90558,10046,2024-05-05,weekly_digest,True,False
90559,10046,2024-02-04,weekly_digest,False,False
90560,10046,2024-09-15,weekly_digest,True,True
90561,10046,2024-05-05,announcement,True,False
90562,10046,2024-06-16,product_update,True,False
90563,10046,2024-01-14,weekly_digest,False,False
90564,10046,2024-12-29,weekly_digest,False,False
90565,10046,2024-01-21,community_highlights,False,False
90566,10046,2024-01-07,monthly_roundup,False,False
90567,10046,2024-01-21,community_highlights,False,False
90568,10047,2024-03-31,monthly_roundup,False,False
90569,10047,2024-05-12,community_highlights,False,True
90570,10047,2024-06-02,monthly_roundup,False,False
90571,10047,2024-11-24,weekly_digest,False,False
90572,10047,2024-07-07,announcement,False,True
90573,10047,2024-10-13,weekly_digest,True,False
90574,10047,2024-04-14,weekly_digest,False,False
90575,10047,2024-05-26,product_update,False,False
90576,10048,2024-10-06,product_update,False,False
90577,10048,2024-09-08,announcement,False,False
90578,10048,2024-01-07,weekly_digest,False,False
90579,10048,2024-11-10,announcement,False,False
90580,10048,2024-04-07,product_update,True,False
90581,10048,2024-12-08,weekly_digest,True,False
90582,10048,2024-12-22,community_highlights,True,False
90583,10048,2024-06-16,product_update,True,False
90584,10048,2024-01-14,weekly_digest,False,True
90585,10048,2024-10-27,announcement,False,False
90586,10049,2024-02-18,community_highlights,True,False
90587,10049,2024-05-05,monthly_roundup,False,True
90588,10049,2024-02-11,community_highlights,True,False
90589,10049,2024-12-22,weekly_digest,True,False
90590,10049,2024-07-07,weekly_digest,False,False
90591,10049,2024-12-29,community_highlights,False,False
90592,10049,2024-07-28,weekly_digest,False,False
90593,10049,2024-04-28,announcement,False,True
90594,10049,2024-07-28,announcement,False,False
90595,10049,2024-01-07,announcement,True,False
90596,10049,2024-09-15,weekly_digest,False,False
90597,10049,2024-04-28,weekly_digest,True,False
90598,10049,2024-01-28,product_update,False,False
90599,10049,2024-02-18,community_highlights,False,False
