engagement_id,post_id,timestamp,engagement_type,user_id
5000133,300004,2024-05-08 08:04:32,like,1
5000134,300004,2024-06-21 19:08:39,share,1
5000135,300004,2024-09-12 22:04:44,click,1
5000136,300004,2024-02-24 22:51:09,like,1
5000137,300004,2024-06-10 03:12:03,comment,1
5000138,300004,2024-03-06 20:41:43,comment,1
5000139,300004,2024-09-29 17:34:40,like,1
5000140,300004,2024-03-24 09:13:48,comment,1
5000141,300005,2024-02-10 04:07:35,like,1
5000142,300005,2024-12-24 14:50:15,click,1
5000143,300005,2024-12-10 14:40:33,like,1
5000144,300005,2024-02-09 06:16:30,like,1
5000145,300005,2024-02-22 17:48:55,like,1
5000146,300005,2024-03-03 13:52:48,like,1
5000147,300005,2024-05-15 13:36:59,like,1
5000148,300005,2024-10-28 04:41:14,click,1
5000149,300005,2024-03-10 06:46:27,comment,1
5000150,300005,2024-01-20 07:07:10,like,1
5000151,300005,2024-06-27 10:38:05,like,1
5000152,300005,2024-10-08 09:26:32,like,1
5000153,300005,2024-12-03 05:42:21,share,1
5000154,300005,2024-09-13 06:15:30,like,1
5000155,300005,2024-06-28 00:53:32,like,1
5000156,300005,2024-09-05 20:54:24,like,1
5000157,300005,2024-03-13 08:59:41,share,1
5000158,300005,2024-05-21 21:03:07,like,1
5000159,300005,2024-07-25 00:00:19,comment,1
5000160,300005,2024-04-18 06:17:00,like,1
5000161,300005,2024-08-19 08:39:09,like,1
5000162,300006,2024-10-20 17:28:16,like,1
5000163,300006,2024-03-14 14:55:34,like,1
5000164,300006,2024-03-04 18:22:40,comment,1
5000165,300006,2024-02-23 02:53:43,retweet,1
5000166,300006,2024-12-06 18:48:38,like,1
5000167,300006,2024-01-15 17:23:33,like,1
5000168,300006,2024-03-26 13:39:04,like,1
5000169,300006,2024-01-10 08:58:39,like,1
5000170,300006,2024-07-19 19:53:56,click,1
5000171,300006,2024-11-13 06:51:14,like,1
5000172,300006,2024-07-15 03:55:32,like,1
5000173,300006,2024-08-17 21:07:49,click,1
5000174,300006,2024-07-24 11:04:44,like,1
5000175,300006,2024-08-12 17:13:28,share,1
5000176,300006,2024-02-09 08:46:22,like,1
5000177,300006,2024-12-16 04:31:10,like,1
5000178,300006,2024-10-12 10:26:10,share,1
5000179,300006,2024-12-09 21:49:52,like,1
5000180,300006,2024-08-07 13:31:24,click,1
5000181,300006,2024-06-11 09:16:41,like,1
5000182,300006,2024-06-22 04:04:30,comment,1
5000183,300006,2024-11-14 13:42:14,retweet,1
5000184,300006,2024-10-03 05:32:21,comment,1
5000185,300006,2024-01-16 01:28:13,click,1
5000186,300006,2024-11-11 02:27:36,click,1
5000187,300006,2024-04-05 16:26:15,like,1
5000188,300006,2024-03-16 03:31:13,like,1
5000189,300007,2024-06-18 05:17:17,like,1
5000190,300007,2024-07-01 07:28:18,like,1
5000191,300007,2024-02-24 14:49:44,like,1
5000192,300007,2024-12-11 12:21:39,like,1
5000193,300007,2024-04-16 02:46:39,retweet,1
5000194,300007,2024-11-30 16:30:32,like,1
5000195,300007,2024-07-09 15:06:21,like,1
5000196,300007,2024-09-19 23:07:20,like,1
5000197,300007,2024-12-12 05:03:06,comment,1
5000198,300007,2024-02-24 13:52:18,share,1
5000199,300007,2024-05-30 13:53:01,share,1
5000200,300007,2024-07-10 20:47:46,like,1
5000201,300007,2024-09-07 15:22:56,comment,1
5000202,300007,2024-05-09 14:32:30,click,1
5000203,300007,2024-11-11 21:18:11,click,1
5000204,300007,2024-05-31 17:51:18,click,1
5000205,300007,2024-05-16 22:54:02,click,1
5000206,300007,2024-06-10 04:41:46,retweet,1
5000207,300007,2024-05-11 07:48:59,like,1
5000208,300007,2024-05-22 22:43:35,like,1
5000209,300007,2024-12-07 02:31:47,like,1
5000210,300007,2024-06-24 23:17:53,click,1
5000211,300007,2024-01-20 09:00:49,click,1
5000212,300007,2024-11-19 08:37:53,comment,1
5000213,300007,2024-06-20 07:48:02,like,1
5000214,300007,2024-09-17 02:39:34,like,1
5000215,300007,2024-12-12 17:22:33,retweet,1
5000216,300007,2024-01-25 10:21:04,click,1
5000217,300008,2024-11-22 03:58:07,save,1
5000218,300008,2024-06-06 10:55:37,click,1
5000219,300008,2024-05-06 03:36:07,like,1
5000220,300008,2024-10-01 04:26:39,like,1
5000221,300008,2024-05-12 04:51:42,comment,1
5000222,300008,2024-06-25 16:00:59,like,1
5000223,300008,2024-01-27 18:42:55,comment,1
5000224,300008,2024-11-17 10:57:14,comment,1
5000225,300008,2024-03-02 09:20:11,like,1
5000226,300008,2024-05-16 22:23:04,share,1
5000227,300008,2024-03-05 01:00:59,save,1
5000228,300008,2024-12-13 11:39:26,click,1
5000229,300008,2024-10-14 18:29:22,like,1
5000230,300008,2024-10-21 12:15:42,like,1
5000231,300008,2024-11-11 09:16:16,comment,1
5000232,300008,2024-05-22 04:55:43,like,1
5000233,300008,2024-02-07 10:24:38,save,1
5000234,300008,2024-01-30 18:17:33,like,1
5000235,300008,2024-10-07 16:36:30,click,1
5000236,300008,2024-09-17 11:45:14,comment,1
5000237,300008,2024-08-30 12:44:59,retweet,1
5000238,300008,2024-10-11 05:20:16,retweet,1
5000239,300008,2024-07-22 08:20:13,like,1
5000240,300008,2024-09-14 07:04:49,comment,1
5000241,300008,2024-10-06 14:44:38,comment,1
5000242,300008,2024-11-27 01:02:35,like,1
5000243,300008,2024-04-21 05:38:59,like,1
5000244,300008,2024-07-07 02:35:02,click,1
5000245,300009,2024-04-28 02:40:18,like,1
5000246,300009,2024-01-04 08:21:56,like,1
5000247,300009,2024-07-05 06:58:46,save,1
5000248,300009,2024-07-03 02:14:01,like,1
5000249,300009,2024-09-11 09:21:34,comment,1
5000250,300009,2024-04-06 09:20:18,comment,1
5000251,300009,2024-02-10 02:36:34,click,1
5000252,300009,2024-08-05 17:23:04,like,1
5000253,300009,2024-07-16 21:32:12,like,1
5000254,300009,2024-09-13 18:03:57,retweet,1
5000255,300009,2024-11-06 14:02:24,like,1
5000256,300009,2024-08-18 00:26:59,comment,1
5000257,300009,2024-12-01 03:42:04,comment,1
5000258,300009,2024-06-04 17:58:53,click,1
5000259,300009,2024-08-01 18:01:57,comment,1
5000260,300009,2024-12-08 16:40:45,click,1
5000261,300009,2024-05-23 10:25:47,like,1
5000262,300009,2024-08-26 07:37:44,comment,1
5000263,300009,2024-09-03 12:01:44,like,1
5000264,300009,2024-11-20 10:58:13,retweet,1
5000265,300009,2024-12-06 17:30:59,comment,1
5000266,300009,2024-12-25 05:07:27,save,1
5000267,300010,2024-06-17 05:31:50,like,1
5000268,300010,2024-04-07 09:11:23,like,1
5000269,300010,2024-10-09 23:24:12,click,1
5000270,300010,2024-10-24 11:22:35,save,1
5000271,300010,2024-08-10 13:38:15,comment,1
5000272,300010,2024-06-21 05:51:58,like,1
5000273,300010,2024-01-29 02:59:37,like,1
5000274,300010,2024-11-05 04:02:54,like,1
5000275,300010,2024-08-04 23:20:57,like,1
5000276,300010,2024-07-15 04:39:55,comment,1
5000277,300010,2024-05-28 12:46:55,retweet,1
5000278,300010,2024-06-20 13:38:32,click,1
5000279,300010,2024-11-15 22:56:03,like,1
5000280,300010,2024-03-10 18:59:57,like,1
5000281,300010,2024-02-14 18:44:32,click,1
5000282,300010,2024-06-16 05:47:28,comment,1
5000283,300010,2024-05-20 03:46:51,click,1
5000284,300010,2024-10-26 22:26:23,retweet,1
5000285,300010,2024-06-03 01:09:32,comment,1
5000286,300010,2024-12-29 13:57:20,like,1
5000287,300011,2024-02-05 14:10:21,like,1
5000288,300011,2024-05-25 09:35:02,like,1
5000289,300011,2024-10-02 18:29:37,click,1
5000290,300011,2024-03-17 04:53:48,share,1
5000291,300011,2024-08-22 22:38:50,save,1
5000292,300011,2024-04-16 00:14:22,click,1
5000293,300011,2024-01-12 16:54:34,share,1
5000294,300011,2024-04-02 04:31:36,like,1
5000295,300011,2024-03-12 18:03:07,like,1
5000296,300011,2024-05-11 17:04:08,click,1
5000297,300011,2024-03-09 17:15:35,like,1
5000298,300011,2024-11-27 18:42:36,like,1
5000299,300011,2024-03-09 03:08:24,save,1
5000300,300011,2024-05-26 05:42:39,like,1
5000301,300011,2024-01-16 09:44:44,like,1
5000302,300011,2024-08-25 13:19:40,like,1
5000303,300011,2024-04-03 22:26:00,like,1
5000304,300011,2024-11-20 00:17:14,like,1
5000305,300011,2024-05-24 19:51:45,comment,1
5000306,300011,2024-07-14 20:09:51,click,1
5000307,300011,2024-07-25 09:57:49,like,1
5000308,300012,2024-12-11 00:24:24,like,1
5000309,300012,2024-06-11 19:47:48,click,1
5000310,300012,2024-11-10 11:13:25,like,1
5000311,300012,2024-11-22 00:37:55,like,1
5000312,300012,2024-12-19 04:24:00,save,1
5000313,300012,2024-06-15 05:58:09,retweet,1
5000314,300012,2024-03-30 05:19:50,like,1
5000315,300012,2024-05-27 20:12:06,like,1
5000316,300012,2024-05-12 07:10:35,like,1
5000317,300012,2024-08-08 21:03:13,like,1
5000318,300012,2024-09-13 22:25:34,like,1
5000319,300012,2024-03-22 23:18:47,like,1
5000320,300012,2024-07-30 04:13:19,save,1
5000321,300012,2024-06-21 02:37:54,like,1
5000322,300012,2024-01-03 22:50:20,click,1
5000323,300012,2024-01-05 00:40:12,retweet,1
5000324,300012,2024-06-02 22:20:29,save,1
5000325,300012,2024-09-11 16:26:26,like,1
5000326,300012,2024-02-17 18:38:01,click,1
5000327,300012,2024-05-01 02:00:54,like,1
5000328,300012,2024-08-19 20:07:44,click,1
5000329,300012,2024-01-03 02:25:20,like,1
5000330,300012,2024-08-20 11:37:25,click,1
5000331,300012,2024-09-01 22:40:36,share,1
5000332,300012,2024-05-05 16:40:06,retweet,1
5000333,300012,2024-11-25 14:10:15,like,1
5000334,300012,2024-03-07 21:43:46,like,1
5000335,300012,2024-04-30 21:16:50,click,1
5000336,300012,2024-01-22 13:02:23,click,1
5000337,300012,2024-07-20 11:50:21,retweet,1
5000338,300013,2024-10-17 13:15:38,like,1
5000339,300013,2024-01-10 02:38:54,like,1
5000340,300013,2024-10-17 11:57:31,comment,1
5000341,300013,2024-07-05 18:41:28,retweet,1
5000342,300013,2024-06-19 19:30:26,comment,1
5000343,300013,2024-09-27 17:39:52,comment,1
5000344,300013,2024-04-01 07:57:53,click,1
5000345,300013,2024-04-18 16:39:13,comment,1
5000346,300013,2024-04-13 15:58:27,like,1
5000347,300013,2024-06-05 01:09:26,share,1
5000348,300013,2024-06-01 00:40:51,like,1
5000349,300013,2024-07-02 06:42:23,like,1
5000350,300013,2024-11-04 04:27:03,comment,1
5000351,300013,2024-10-15 05:00:52,comment,1
5000352,300013,2024-07-03 10:10:39,like,1
5000353,300013,2024-11-06 15:54:40,click,1
5000354,300013,2024-03-30 08:09:36,comment,1
5000355,300013,2024-08-29 00:39:43,click,1
5000356,300013,2024-10-31 10:37:05,like,1
5000357,300013,2024-09-26 04:27:59,click,1
5000358,300013,2024-03-03 08:09:44,save,1
5000359,300013,2024-04-04 05:48:48,retweet,1
5000360,300013,2024-09-06 02:07:34,like,1
5000361,300013,2024-08-16 17:52:03,like,1
5000362,300013,2024-02-09 15:31:59,like,1
5000363,300013,2024-06-08 15:35:22,click,1
5000364,300013,2024-06-07 16:50:36,like,1
5000365,300013,2024-03-20 18:19:31,like,1
5000366,300014,2024-10-08 09:19:11,like,1
5000367,300014,2024-10-21 06:28:49,like,1
5000368,300014,2024-10-23 02:45:38,click,1
5000369,300014,2024-01-20 21:44:29,like,1
5000370,300014,2024-09-28 21:57:44,like,1
5000371,300014,2024-07-31 21:17:19,like,1
5000372,300014,2024-04-18 15:15:12,save,1
5000373,300014,2024-10-09 16:37:05,like,1
5000374,300014,2024-11-30 10:37:09,share,1
5000375,300014,2024-06-24 05:00:33,retweet,1
5000376,300014,2024-07-27 17:53:12,like,1
5000377,300014,2024-07-22 04:40:57,like,1
5000378,300014,2024-01-13 03:44:29,click,1
5000379,300014,2024-07-01 22:35:37,comment,1
5000380,300014,2024-02-06 16:10:03,comment,1
5000381,300014,2024-06-21 05:29:00,comment,1
5000382,300014,2024-03-01 07:56:54,like,1
5000383,300014,2024-07-18 23:53:21,share,1
5000384,300014,2024-05-18 04:51:15,share,1
5000385,300014,2024-05-09 07:08:02,like,1
5000386,300014,2024-12-25 03:08:59,share,1
5000387,300014,2024-10-13 20:52:23,comment,1
5000388,300014,2024-05-29 17:24:21,like,1
5000389,300014,2024-03-09 14:26:31,like,1
5000390,300014,2024-01-20 00:29:08,click,1
5000391,300014,2024-09-03 14:08:09,like,1
5000392,300014,2024-01-08 15:50:51,click,1
5000393,300015,2024-05-28 08:31:44,like,1
5000394,300015,2024-06-15 04:23:18,like,1
5000395,300015,2024-01-16 23:40:00,share,1
5000396,300015,2024-06-07 03:45:16,share,1
5000397,300015,2024-12-16 01:44:00,like,1
5000398,300015,2024-07-27 02:47:17,share,1
5000399,300015,2024-03-06 23:01:01,click,1
5000400,300015,2024-12-12 00:48:39,click,1
5000401,300015,2024-01-24 11:08:13,save,1
5000402,300015,2024-05-07 06:30:13,like,1
5000403,300015,2024-01-10 22:58:40,like,1
5000404,300015,2024-11-17 20:19:26,like,1
5000405,300015,2024-11-06 05:38:51,comment,1
5000406,300015,2024-01-16 09:05:53,share,1
5000407,300015,2024-05-02 16:38:05,like,1
5000408,300015,2024-02-11 22:22:07,share,1
5000409,300015,2024-02-10 09:28:21,click,1
5000410,300015,2024-01-05 10:28:18,share,1
5000411,300015,2024-04-28 07:25:41,click,1
5000412,300015,2024-04-28 17:56:23,comment,1
5000413,300015,2024-10-05 11:56:00,like,1
5000414,300015,2024-07-06 03:15:08,comment,1
5000415,300015,2024-03-06 04:44:46,like,1
5000416,300015,2024-08-03 18:38:42,like,1
5000417,300015,2024-12-30 16:15:36,like,1
5000418,300015,2024-11-29 03:57:09,like,1
5000419,300015,2024-08-07 06:58:58,like,1
5000420,300015,2024-12-12 01:45:22,share,1
5000421,300015,2024-09-18 07:29:11,like,1
5000422,300015,2024-06-27 22:55:00,comment,1
5000423,300015,2024-12-31 07:58:25,share,1
5000424,300015,2024-02-22 00:13:25,comment,1
5000425,300015,2024-02-09 17:28:10,like,1
5000426,300015,2024-04-29 15:51:07,comment,1
5000427,300015,2024-09-06 02:47:14,like,1
5000428,300015,2024-09-24 06:47:36,like,1
5000429,300015,2024-10-22 15:57:12,like,1
5000430,300016,2024-11-23 02:00:18,like,1
5000431,300016,2024-05-27 22:15:52,share,1
5000432,300016,2024-08-23 03:27:59,like,1
5000433,300016,2024-10-11 01:58:45,click,1
5000434,300016,2024-01-06 09:20:47,like,1
5000435,300016,2024-12-21 04:02:50,comment,1
5000436,300016,2024-05-24 15:28:56,like,1
5000437,300016,2024-07-11 14:39:26,like,1
5000438,300016,2024-06-07 12:29:49,like,1
5000439,300016,2024-06-24 06:15:48,click,1
5000440,300016,2024-05-20 00:51:50,like,1
5000441,300016,2024-03-06 19:27:35,like,1
5000442,300016,2024-11-05 17:43:56,comment,1
5000443,300016,2024-11-10 12:30:44,share,1
5000444,300016,2024-03-16 16:07:47,like,1
5000445,300016,2024-06-16 12:25:59,like,1
5000446,300016,2024-07-09 15:03:57,retweet,1
5000447,300016,2024-09-29 03:46:32,retweet,1
5000448,300016,2024-06-30 15:59:28,like,1
5000449,300016,2024-08-09 01:59:09,like,1
5000450,300016,2024-07-10 00:48:16,retweet,1
5000451,300016,2024-08-25 13:11:41,comment,1
5000452,300016,2024-06-07 11:22:11,comment,1
5000453,300017,2024-07-25 10:38:21,click,1
5000454,300017,2024-04-12 07:54:13,like,1
5000455,300017,2024-10-04 15:52:51,like,1
5000456,300017,2024-07-25 21:10:52,retweet,1
5000457,300017,2024-10-31 15:27:21,comment,1
5000458,300017,2024-12-22 16:56:49,like,1
5000459,300017,2024-08-22 04:01:16,comment,1
5000460,300017,2024-09-14 23:57:28,like,1
5000461,300017,2024-07-03 22:17:25,like,1
5000462,300017,2024-11-30 16:50:10,like,1
5000463,300017,2024-07-13 16:01:29,like,1
5000464,300017,2024-08-25 12:19:20,like,1
5000465,300017,2024-03-23 19:15:42,share,1
5000466,300017,2024-04-30 21:04:42,click,1
5000467,300017,2024-11-21 14:03:50,click,1
5000468,300017,2024-07-11 00:37:52,like,1
5000469,300017,2024-02-04 01:41:05,click,1
5000470,300017,2024-09-06 02:40:40,comment,1
5000471,300017,2024-02-25 10:00:56,like,1
5000472,300017,2024-11-06 22:29:12,click,1
5000473,300017,2024-06-10 06:32:40,like,1
5000474,300017,2024-09-28 21:58:59,like,1
5000475,300017,2024-04-17 19:53:39,like,1
5000476,300018,2024-07-02 20:36:59,share,1
5000477,300018,2024-01-04 22:46:45,like,1
5000478,300018,2024-04-28 11:01:17,click,1
5000479,300018,2024-11-09 03:40:04,click,1
5000480,300018,2024-04-24 16:31:38,comment,1
5000481,300018,2024-06-07 19:45:02,like,1
5000482,300018,2024-07-25 01:38:14,click,1
5000483,300018,2024-04-29 05:25:01,like,1
5000484,300018,2024-03-02 20:50:45,save,1
5000485,300018,2024-06-29 03:24:47,like,1
5000486,300018,2024-10-29 01:06:54,like,1
5000487,300018,2024-02-08 18:12:50,like,1
5000488,300018,2024-01-14 10:28:20,click,1
5000489,300018,2024-07-26 05:57:12,share,1
5000490,300018,2024-12-14 03:42:07,click,1
5000491,300018,2024-10-08 02:02:22,like,1
5000492,300018,2024-11-28 05:37:58,like,1
5000493,300018,2024-10-02 02:47:15,comment,1
5000494,300018,2024-06-20 15:00:21,click,1
5000495,300018,2024-04-20 16:05:00,like,1
5000496,300018,2024-05-29 06:17:54,comment,1
5000497,300018,2024-11-18 17:00:55,save,1
5000498,300018,2024-07-03 08:21:50,like,1
5000499,300018,2024-07-30 10:37:50,retweet,1
5000500,300018,2024-10-26 12:45:54,retweet,1
5000501,300018,2024-07-05 23:05:30,like,1
5000502,300019,2024-09-14 20:21:23,like,1
5000503,300019,2024-09-13 09:38:08,comment,1
5000504,300019,2024-08-23 18:54:08,comment,1
5000505,300019,2024-09-12 07:44:31,like,1
5000506,300019,2024-03-14 07:35:28,like,1
5000507,300019,2024-07-01 23:26:43,like,1
5000508,300019,2024-01-31 01:22:58,like,1
5000509,300019,2024-06-06 20:19:30,like,1
5000510,300019,2024-01-24 13:41:28,like,1
5000511,300019,2024-04-01 11:47:28,like,1
5000512,300019,2024-04-19 15:22:50,like,1
5000513,300019,2024-09-29 05:21:30,like,1
5000514,300019,2024-08-11 09:31:30,click,1
5000515,300019,2024-03-24 17:43:42,comment,1
5000516,300019,2024-07-14 02:08:08,like,1
5000517,300019,2024-09-20 00:05:12,like,1
5000518,300019,2024-05-22 20:36:07,comment,1
5000519,300019,2024-03-13 03:30:58,click,1
5000520,300019,2024-11-13 10:58:51,like,1
5000521,300020,2024-02-17 06:50:34,like,1
5000522,300020,2024-05-31 21:46:14,like,1
5000523,300020,2024-01-14 18:06:37,like,1
5000524,300020,2024-09-27 10:17:57,like,1
5000525,300020,2024-04-21 17:28:04,click,1
5000526,300020,2024-04-03 20:39:57,like,1
5000527,300020,2024-10-11 19:16:16,like,1
5000528,300020,2024-07-13 19:59:13,click,1
5000529,300020,2024-12-14 00:06:34,share,1
5000530,300020,2024-09-16 15:05:09,like,1
5000531,300020,2024-12-30 01:35:03,like,1
5000532,300020,2024-04-17 23:46:12,click,1
5000533,300020,2024-10-28 18:56:32,share,1
5000534,300020,2024-03-05 02:50:59,like,1
5000535,300020,2024-06-23 21:22:03,retweet,1
5000536,300020,2024-03-12 08:12:37,like,1
5000537,300020,2024-12-22 06:42:29,retweet,1
5000538,300020,2024-12-27 19:14:00,like,1
5000539,300020,2024-04-09 06:58:32,share,1
5000540,300020,2024-05-17 07:11:43,click,1
5000541,300021,2024-08-29 05:26:29,like,1
5000542,300021,2024-12-16 02:16:12,like,1
5000543,300021,2024-02-24 11:22:01,like,1
5000544,300021,2024-05-13 19:34:30,like,1
5000545,300021,2024-09-05 11:20:30,click,1
5000546,300021,2024-09-06 19:56:12,save,1
5000547,300021,2024-04-17 21:01:38,click,1
5000548,300021,2024-09-05 18:28:11,like,1
5000549,300021,2024-08-05 22:02:19,comment,1
5000550,300021,2024-11-30 04:47:25,like,1
5000551,300021,2024-12-11 11:48:46,like,1
5000552,300021,2024-05-22 10:52:04,like,1
5000553,300021,2024-01-19 08:38:48,like,1
5000554,300021,2024-09-27 15:47:15,share,1
5000555,300021,2024-06-01 16:01:31,like,1
5000556,300021,2024-09-22 03:37:29,comment,1
5000557,300021,2024-08-04 02:24:53,comment,1
5000558,300021,2024-11-19 06:16:07,like,1
5000559,300021,2024-04-12 12:17:45,like,1
5000560,300021,2024-07-08 18:32:32,like,1
5000561,300021,2024-08-04 14:11:37,click,1
5000562,300021,2024-06-15 02:35:05,like,1
5000563,300021,2024-09-17 08:46:27,like,1
5000564,300021,2024-04-26 20:39:00,click,1
5000565,300022,2024-09-08 13:41:08,like,1
5000566,300022,2024-05-23 08:03:35,like,1
5000567,300022,2024-09-04 22:55:41,comment,1
5000568,300022,2024-12-07 14:16:42,comment,1
5000569,300022,2024-09-21 09:03:30,click,1
5000570,300022,2024-03-09 04:33:55,click,1
5000571,300022,2024-05-06 09:41:57,retweet,1
5000572,300022,2024-06-02 09:40:04,share,1
5000573,300022,2024-12-09 00:59:57,click,1
